number_of_rooms,metro,address,area,parking,renovation,windows,ceiling_height,elevator,price_monthly,deposit,utility,type_house,current_floor,total_floors,combined_bathrooms,separate_bathrooms
1,12.0,"Москва, Кастанаевская улица, 33",35.0,0,2,1,3.838816396836572,Пасс (1),40000.0,40000.0,включены,4,3,9,0.0,0.0
2,12.0,"Москва, улица Артамонова, 8К2",43.0,0,2,1,3.9590483819934015,0,40000.0,38000.0,nan,2,3,5,0.0,0.0
1,4.0,"Москва, улица Пивченкова, 3К1",37.0,0,1,1,3.6851578602630704,Пасс (1),40000.0,40000.0,включены,2,1,9,0.0,0.0
1,5.0,"Москва, Минская улица, 17",26.0,1,2,1,2.8613027182917032,0,40000.0,20000.0,включены,4,5,5,0.0,0.0
1,8.0,"Москва, Давыдковская улица, 4К2",32.0,1,2,1,2.9596412748706813,0,40000.0,20000.0,включены,4,4,5,0.0,0.0
1,8.0,"Москва, Кутузовский проспект, 67К2",35.0,0,1,1,2.8688535745493358,0,40000.0,40000.0,включены,2,2,5,0.0,0.0
1,9.0,"Москва, Кутузовский проспект, 69К4",40.0,0,2,1,3.41770819353983,0,40000.0,40000.0,включены,4,4,4,0.0,0.0
2,21.0,"Москва, Аминьевское шоссе, 16",48.0,0,2,2,3.74738857524828,0,41000.0,21000.0,включены,2,5,5,0.0,0.0
1,7.0,"Москва, Кастанаевская улица, 37",44.0,0,2,1,2.616787453809026,Пасс (1),42000.0,42000.0,включены,4,6,9,0.0,0.0
1,12.0,"Москва, Славянский бульвар, 15",36.0,1,2,1,2.64,"Пасс (2), Груз (1)",43000.0,43000.0,включены,2,2,19,0.0,0.0
2,8.0,"Москва, улица Артамонова, 18К2",45.0,0,2,1,2.77,0,43000.0,43000.0,включены,2,2,5,0.0,0.0
1,7.0,"Москва, улица Олеко Дундича, 32",43.4,1,2,2,2.65,"Пасс (1), Груз (1)",43000.0,43000.0,включены,2,3,16,0.0,0.0
3,5.0,"Москва, Минская улица, 15К2",57.0,0,2,1,2.922958727239898,0,45000.0,45000.0,включены,2,3,5,0.0,0.0
1,6.0,"Москва, Кастанаевская улица, 44Ак2",42.0,1,2,1,2.75,"Пасс (2), Груз (2)",45000.0,45000.0,включены,0,7,18,0.0,0.0
2,7.0,"Москва, Пинский проезд, 4",45.0,0,1,1,2.64,Пасс (1),45000.0,45000.0,включены,2,4,9,0.0,0.0
1,7.0,"Москва, улица Герасима Курина, 44К1",37.0,1,1,1,2.64,Пасс (2),45000.0,45000.0,включены,2,2,17,0.0,0.0
2,5.0,"Москва, Большая Филевская улица, 53К2",45.0,0,2,1,3.3632687925076095,Пасс (1),45000.0,45000.0,включены,2,8,9,0.0,0.0
1,4.0,"Москва, Кастанаевская улица, 53",45.0,1,2,1,2.8,Пасс (1),45000.0,45000.0,включены,0,12,17,0.0,0.0
1,9.0,"Москва, Кастанаевская улица, 42К2",34.0,0,2,1,2.6977937443600273,Пасс (1),45000.0,45000.0,включены,2,8,9,0.0,0.0
1,9.0,"Москва, Аминьевское шоссе, 36",38.2,1,1,1,3.343686097472295,"Пасс (1), Груз (1)",46000.0,46000.0,включены,2,6,9,0.0,0.0
2,12.0,"Москва, Кутузовский проспект, 69К3",45.0,1,2,1,3.0069688596714657,0,46000.0,46000.0,включены,4,1,5,0.0,0.0
1,3.0,"Москва, улица Герасима Курина, 20",43.0,1,1,1,2.9069300337017685,"Пасс (2), Груз (2)",47000.0,47000.0,включены,2,18,24,0.0,0.0
2,5.0,"Москва, Кастанаевская улица, 33",50.0,1,1,1,3.2441371058792963,"Пасс (1), Груз (1)",47000.0,47000.0,включены,2,6,9,0.0,0.0
1,11.0,"Москва, Давыдковская улица, 6",34.0,1,0,2,2.48,"Пасс (1), Груз (1)",48000.0,48000.0,включены,2,11,16,0.0,0.0
2,6.0,"Москва, улица Герасима Курина, 26",51.0,1,1,1,3.0087319834773836,"Пасс 2, Груз 2",48000.0,30000.0,включены,2,2,25,0.0,0.0
1,5.0,"Москва, улица Герасима Курина, 20",43.0,1,1,1,3.5722184898850156,"Пасс (1), Груз (1)",50000.0,50000.0,nan,2,9,24,0.0,0.0
1,12.276339583135053,"Москва, улица Артамонова, 8К1",36.0,0,2,1,3.48820393951437,0,50000.0,50000.0,включены,2,5,5,0.0,0.0
2,7.0,"Москва, Кастанаевская улица, 50к1",57.0,1,2,1,2.64,Пасс (1),50000.0,50000.0,включены,4,3,18,0.0,0.0
2,11.0,"Москва, Кременчугская улица, 3К4",57.0,1,2,1,2.64,Пасс (3),50000.0,50000.0,включены,2,2,22,0.0,0.0
1,6.0,"Москва, Инициативная улица, 7к3",42.0,1,0,1,2.665723059206368,Пасс (4),50000.0,50000.0,включены,0,11,25,0.0,0.0
3,6.0,"Москва, Инициативная улица, 2к1",58.0,1,1,2,2.64,Пасс (1),50000.0,50000.0,включены,2,3,9,0.0,0.0
2,11.0,"Москва, Кременчугская улица, 3К4",58.0,1,2,1,2.64,Пасс (3),50000.0,50000.0,включены,2,12,22,0.0,0.0
1,5.0,"Москва, Кастанаевская улица, 41",37.0,1,1,1,2.8,"Пасс (2), Груз (1)",50000.0,50000.0,включены,2,18,22,0.0,0.0
2,9.0,"Москва, Кременчугская улица, 40К1",40.6,1,1,0,25.0,0,50000.0,50000.0,включены,4,2,5,0.0,0.0
2,6.0,"Москва, Кастанаевская улица, 27К1",45.0,1,2,1,3.4156937644758942,0,53000.0,53000.0,включены,2,3,5,0.0,0.0
2,6.0,"Москва, Кастанаевская улица, 27К1",45.0,0,2,1,2.626717690089202,0,53000.0,53000.0,включены,2,3,5,0.0,0.0
3,10.0,"Москва, Славянский бульвар, 11К1",70.0,1,2,1,3.630268717174107,"Пасс (1), Груз (1)",55000.0,55000.0,nan,2,8,17,0.0,0.0
2,5.0,"Москва, Кастанаевская улица, 51К1",55.0,1,1,1,2.64,Пасс (2),55000.0,55000.0,включены,2,2,17,0.0,0.0
1,2.0,"Москва, улица Герасима Курина, 18",46.0,1,0,1,2.78,"Пасс (2), Груз (2)",55000.0,55000.0,включены,2,8,24,0.0,0.0
2,7.0,"Москва, Кутузовский проспект, 69К1",45.0,0,2,1,3.0580280820066905,0,55000.0,55000.0,включены,2,5,5,0.0,0.0
2,10.0,"Москва, Кутузовский проспект, 69К1",45.0,0,2,1,3.45065780239713,0,56000.0,50000.0,включены,2,1,5,0.0,0.0
1,5.0,"Москва, улица Герасима Курина, 18",43.0,1,2,1,2.8043772013398747,Пасс (4),56000.0,56000.0,включены,0,13,24,0.0,0.0
2,7.0,"Москва, улица Олеко Дундича, 32",60.0,1,1,1,2.9,Пасс (2),58000.0,58000.0,включены,2,15,16,0.0,0.0
1,5.0,"Москва, улица Герасима Курина, 20",50.0,1,1,0,2.662745400510636,Пасс (4),60000.0,60000.0,включены,2,17,24,0.0,0.0
2,12.276339583135053,"Москва, Кастанаевская улица, 58",50.0,2,1,1,3.3845252889999933,Пасс (1),60000.0,60000.0,включены,2,14,22,0.0,0.0
1,10.0,"Москва, улица Ватутина, 9",50.0,1,1,1,3.0,"Пасс (2), Груз (2)",60000.0,60000.0,включены,0,21,22,0.0,0.0
2,15.0,"Москва, Кременчугская улица, 5К3",64.0,1,1,1,2.64,Пасс (1),60000.0,60000.0,включены,2,2,22,0.0,0.0
1,7.0,"Москва, Кастанаевская улица, 45К2",51.4,1,1,1,2.8,"Пасс (2), Груз (1)",60000.0,60000.0,включены,2,17,20,0.0,0.0
2,2.0,"Москва, Братеевская улица, 33К1",54.0,1,1,0,2.64,Пасс (2),48000.0,48000.0,включены,0,14,14,0.0,0.0
2,6.0,"Москва, Ключевая улица, 12К1",53.0,1,1,0,2.61271670713296,"Пасс 1, Груз 1",55000.0,55000.0,включены,2,7,17,0.0,0.0
1,3.0,"Москва, улица Борисовские Пруды, 16К5",39.0,1,2,1,2.64,"Пасс (2), Груз (1)",30000.0,30000.0,включены,2,2,22,0.0,0.0
1,10.0,"Москва, улица Борисовские Пруды, 20К1",39.0,1,2,1,2.64,Пасс (2),30000.0,30000.0,включены,2,5,17,0.0,0.0
1,4.0,"Москва, Ключевая улица, 24К1",38.0,0,2,1,2.64,Пасс (1),32000.0,32000.0,включены,2,11,14,0.0,0.0
1,12.0,"Москва, улица Борисовские Пруды, 34К1",39.0,1,1,1,2.64,"Пасс (1), Груз (1)",33000.0,33000.0,включены,2,7,17,0.0,0.0
1,2.0,"Москва, улица Борисовские Пруды, 14К1",39.0,1,1,1,2.64,Пасс (2),35000.0,35000.0,включены,2,4,17,0.0,0.0
2,12.276339583135053,"Москва, Братеевская улица, 21К2",60.0,1,2,0,2.865212410754371,"Пасс (1), Груз (1)",40000.0,40000.0,включены,6,13,17,0.0,0.0
2,5.0,"Москва, улица Борисовские Пруды, 10К1",56.0,1,2,0,2.64,"Пасс (2), Груз (1)",40000.0,40000.0,включены,2,12,17,0.0,0.0
3,12.276339583135053,"Москва, Братеевская улица, 21К2",74.0,1,2,0,3.7437286334125375,"Пасс (1), Груз (1)",60000.0,60000.0,включены,6,11,17,0.0,0.0
3,3.0,"Москва, Братеевская улица, 18К5",75.0,1,2,0,3.127745006278065,Пасс (2),65000.0,65000.0,включены,2,12,16,0.0,0.0
1,5.0,"Москва, Паромная улица, 9К1",39.0,1,2,2,2.7,Пасс (2),30000.0,30000.0,включены,2,2,17,0.0,0.0
1,3.0,"Москва, Братеевская улица, 18К5",36.0,1,2,1,3.0109111684172376,Пасс (2),30000.0,30000.0,включены,2,2,16,0.0,0.0
1,7.0,"Москва, улица Борисовские Пруды, 6К1",37.0,1,2,2,3.1539486411279607,Пасс (2),30000.0,30000.0,включены,2,2,14,0.0,0.0
1,10.0,"Москва, Ключевая улица, 4К1",41.0,0,2,1,3.277821568797061,"Пасс 1, Груз 1",32000.0,32000.0,включены,2,10,14,0.0,0.0
1,15.0,"Москва, Алма-Атинская улица, 3К2",35.0,1,2,1,2.64,Пасс (2),32000.0,32000.0,включены,2,2,14,0.0,0.0
1,12.0,"Москва, улица Борисовские Пруды, 24/2",38.0,1,2,1,2.64,"Пасс (1), Груз (1)",32000.0,32000.0,включены,2,15,17,0.0,0.0
1,12.276339583135053,"Москва, улица Борисовские Пруды, 42",38.0,1,2,1,3.1960242647449757,"Пасс 1, Груз 1",35000.0,35000.0,nan,2,10,17,0.0,0.0
1,8.0,"Москва, Братеевская улица, 39/12",39.0,2,2,0,3.059916323045904,"Пасс (1), Груз (1)",35000.0,35000.0,включены,2,4,14,0.0,0.0
1,7.0,"Москва, улица Борисовские Пруды, 18К1",39.0,1,2,1,2.64,"Пасс (2), Груз (1)",35000.0,35000.0,включены,2,12,17,0.0,0.0
2,7.0,"Москва, Паромная улица, 7К1",55.0,1,2,1,2.64,Пасс (2),37000.0,18500.0,включены,2,11,17,0.0,0.0
1,9.0,"Москва, Братеевская улица, 21К2",38.3,1,0,1,2.64,Пасс (2),38000.0,38000.0,включены,2,15,17,0.0,0.0
2,12.0,"Москва, Ключевая улица, 4К1",55.0,0,2,1,2.64,Пасс (2),39000.0,35000.0,включены,2,7,14,0.0,0.0
2,2.0,"Москва, Братеевская улица, 16К1",55.0,1,1,1,2.64,Пасс (2),40000.0,40000.0,включены,2,13,17,0.0,0.0
1,15.0,"Москва, улица Борисовские Пруды, 48К1",40.0,1,1,1,2.64,Пасс (3),40000.0,40000.0,включены,2,17,22,0.0,0.0
2,8.0,"Москва, Братеевская улица, 21К2",55.0,1,1,2,2.64,"Пасс (1), Груз (1)",40000.0,40000.0,включены,2,7,17,0.0,0.0
2,6.0,"Москва, Ключевая улица, 12К1",52.0,1,1,1,2.64,Пасс (2),45000.0,45000.0,включены,2,16,17,0.0,0.0
2,7.0,"Москва, Братеевская улица, 35К3",53.0,0,1,1,2.64,Пасс (2),50000.0,50000.0,включены,2,6,14,0.0,0.0
2,0.0,"Москва, улица Борисовские Пруды, 14К4",55.0,1,2,1,2.64,Пасс (2),50000.0,50000.0,включены,2,6,17,0.0,0.0
2,8.0,"Москва, Ключевая улица, 8К1",52.0,1,2,2,2.7,"Пасс (1), Груз (1)",55000.0,55000.0,включены,2,10,17,0.0,0.0
2,3.0,"Москва, улица Борисовские Пруды, 12К1",57.0,1,2,1,2.64,Пасс (2),59000.0,59000.0,включены,2,6,17,0.0,0.0
2,4.0,"Москва, Ключевая улица, 22К1",55.0,1,2,1,2.6,"Пасс (1), Груз (1)",60000.0,60000.0,включены,2,3,17,0.0,0.0
3,8.0,"Москва, Братеевская улица, 21К5",75.0,1,1,1,3.361826468672251,Пасс (4),60000.0,60000.0,включены,0,3,19,0.0,0.0
3,8.0,"Москва, улица Борисовские Пруды, 8К1",75.0,1,2,0,2.64,Пасс (2),60000.0,30000.0,включены,2,7,17,0.0,0.0
3,9.0,"Москва, Братеевская улица, 21К2",75.0,1,1,1,2.64,Пасс (2),65000.0,65000.0,включены,2,11,17,0.0,0.0
3,2.0,"Москва, Братеевская улица, 18К5",75.0,1,1,1,3.2825186053132978,"Пасс (1), Груз (1)",65000.0,65000.0,включены,2,12,16,0.0,0.0
3,3.0,"Москва, улица Борисовские Пруды, 14К1",75.0,1,2,0,2.7,"Пасс (1), Груз (1)",67000.0,67000.0,включены,2,6,17,0.0,0.0
3,5.0,"Москва, Братеевская улица, 10К3",74.6,1,1,1,2.7,Пасс (2),79300.0,40000.0,включены,2,16,17,0.0,0.0
1,9.0,"Москва, Братеевская улица, 21К3",40.0,1,2,2,2.7,"Пасс (1), Груз (1)",80000.0,80000.0,включены,0,24,25,0.0,0.0
1,9.0,"Москва, Братеевская улица, 21К2",38.0,1,2,2,2.64,Пасс (2),29500.0,29500.0,включены,2,12,17,0.0,0.0
1,3.0,"Москва, улица Борисовские Пруды, 10К4",35.0,0,2,1,3.1603282974982045,Пасс (2),30000.0,30000.0,включены,2,10,12,0.0,0.0
1,8.0,"Москва, Братеевская улица, 21К5",40.0,1,2,1,3.3591758518534443,Пасс (4),30000.0,30000.0,включены,0,3,19,0.0,0.0
1,9.0,"Москва, Братеевская улица, 39/12",41.0,0,2,2,2.64,Пасс (2),32000.0,20000.0,включены,2,8,14,0.0,0.0
1,4.0,"Москва, улица Борисовские Пруды, 16К2",32.0,0,2,1,2.64,Пасс (2),32000.0,32000.0,включены,2,2,14,0.0,0.0
1,14.0,"Москва, улица Борисовские Пруды, 34К2",40.0,1,2,1,2.64,Пасс (2),32000.0,32000.0,включены,2,5,14,0.0,0.0
1,9.0,"Москва, Братеевская улица, 21К4",40.0,1,2,1,2.8742380356356727,Пасс (4),32000.0,35000.0,включены,0,20,25,0.0,0.0
1,10.0,"Москва, Алма-Атинская улица, 8К1",40.0,1,2,1,2.64,"Пасс (1), Груз (1)",33000.0,30000.0,включены,2,6,14,0.0,0.0
1,8.0,"Москва, Братеевская улица, 21К5",38.0,1,2,1,2.8591150179705194,"Пасс (2), Груз (2)",34000.0,34000.0,включены,0,12,19,0.0,0.0
1,18.0,"Москва, улица Борисовские Пруды, 44",42.0,1,2,1,2.64,"Пасс (1), Груз (1)",35000.0,35000.0,включены,2,2,14,0.0,0.0
1,5.0,"Москва, Братеевская улица, 10К1",38.0,1,2,1,2.64,Пасс (2),35000.0,35000.0,включены,2,2,17,0.0,0.0
1,3.0,"Москва, Братеевская улица, 10К1",39.0,1,1,1,2.64,"Пасс (1), Груз (1)",36000.0,36000.0,включены,2,6,17,0.0,0.0
2,10.0,"Москва, Паромная улица, 3",53.0,0,1,1,2.64,Пасс (2),38000.0,38000.0,включены,2,4,14,0.0,0.0
2,5.0,"Москва, Ключевая улица, 24К1",59.0,0,1,1,2.64,Пасс (2),40000.0,40000.0,включены,2,3,14,0.0,0.0
2,0.0,"Москва, улица Борисовские Пруды, 14К4",55.0,1,2,1,2.64,Пасс (2),45000.0,45000.0,включены,2,6,17,0.0,0.0
2,8.0,"Москва, Братеевская улица, 8К4",55.0,1,0,2,2.64,Пасс (2),45000.0,45000.0,включены,2,3,17,0.0,0.0
1,3.0,"Москва, Братеевская улица, 10К1",38.0,1,0,1,2.75,"Пасс (1), Груз (1)",47000.0,47000.0,включены,2,11,17,0.0,0.0
2,3.0,"Москва, улица Борисовские Пруды, 14К4",50.0,2,2,2,2.689151185438386,"Пасс 1, Груз 1",60000.0,40000.0,nan,2,7,17,0.0,0.0
3,4.0,"Москва, улица Борисовские Пруды, 14К2",75.0,1,2,0,2.64,"Пасс (1), Груз (1)",67000.0,75000.0,включены,2,5,17,0.0,0.0
3,4.0,"Москва, улица Борисовские Пруды, 10К6",78.0,1,1,0,2.64,Пасс (3),68000.0,68000.0,включены,2,6,22,0.0,0.0
3,5.0,"Москва, Братеевская улица, 27К2",80.4,0,0,1,2.64,Пасс (2),70000.0,70000.0,включены,2,3,14,0.0,0.0
3,5.0,"Москва, улица Борисовские Пруды, 10К1",80.0,1,1,1,2.64,Пасс (2),80000.0,40000.0,включены,2,7,17,0.0,0.0
3,5.0,"Москва, Братеевская улица, 39/12",54.0,0,1,0,2.64,Пасс (2),58000.0,60000.0,включены,2,2,14,0.0,0.0
1,14.0,"Москва, улица Борисовские Пруды, 34К2",40.0,0,2,0,2.64,Пасс (2),28000.0,28000.0,включены,2,9,14,0.0,0.0
2,2.0,"Москва, Братеевская улица, 16К1",60.0,1,2,0,2.64,Пасс (2),45000.0,45000.0,включены,2,4,17,0.0,0.0
2,1.0,"Москва, Ключевая улица, 22К1",55.0,1,1,1,2.64,"Пасс (1), Груз (1)",60000.0,65000.0,включены,2,3,17,0.0,0.0
1,6.0,"Москва, Братеевская улица, 10К3",39.0,1,0,1,2.64,"Пасс (2), Груз (1)",60000.0,60000.0,включены,2,14,17,0.0,0.0
3,2.0,"Москва, Братеевская улица, 18К5",75.0,1,2,0,3.946990846883616,Пасс (2),67000.0,65000.0,включены,2,12,16,0.0,0.0
1,5.0,"Москва, Братеевская улица, 21К3",40.0,1,0,2,2.6838847550399185,"Пасс (2), Груз (2)",80000.0,80000.0,включены,0,24,25,0.0,0.0
2,14.0,"Москва, улица Борисовские Пруды, 34К2",50.0,0,2,1,2.64,Пасс (2),45000.0,45000.0,включены,2,8,14,0.0,0.0
